"","run","perc.vector","perc.host","num.tsetse","trans"
"3.18",15,0.0794593474654062,2.90528716709437,1979.79334377157,-2000
"3.19",15,0.0678650525776676,2.00012009944806,1494.26600482254,-1000
"3.20",15,0.0587812399891079,1.1612365920561,934.189595824943,0
"3.21",15,0.0519233087243045,0.36730256045183,312.130039495922,1000
"3.22",15,0.0452849197238217,0.11441668088619,104.6925365314,2000
"3.23",15,0.0393121156897523,0.0353051256692966,35.1644713359085,3000
"3.24",15,0.0340703933523799,0.0108087076917211,11.816910959774,4000
"3.25",15,0.0295100135883404,0.00328524000617728,3.97172541066074,5000
"4.10",38,1.44804923651943,43.532686233858,3778.09038634456,-10000
"4.11",38,1.43412945636751,43.3532220648671,3684.96654728447,-9000
"4.12",38,1.41688442623625,43.1163001264025,3567.76276625504,-8000
"4.13",38,1.39563946976077,42.8004182569355,3420.8963553686,-7000
